eventid,iyear,imonth,iday,nkill
198203100005,1982,3,10,0
198411270007,1984,11,27,0
198507170016,1985,7,17,0
198410010003,1984,10,1,0
198112290006,1981,12,29,0
198505080002,1985,5,8,0
198003170008,1980,3,17,0
198904280008,1989,4,28,0
198009190003,1980,9,19,0
198604230008,1986,4,23,0
198507170014,1985,7,17,0
198706010002,1987,6,1,0
198203220003,1982,3,22,0
198601220020,1986,1,22,0
198102030004,1981,2,3,0
198806130003,1988,6,13,0
198810120001,1988,10,12,0
197611060001,1976,11,6,0
198002140005,1980,2,14,0
197802280005,1978,2,28,0
198509090007,1985,9,9,0
197908140005,1979,8,14,0
197608180002,1976,8,18,0
198210110012,1982,10,11,19
198505160032,1985,5,16,0
198301010017,1983,1,1,0
198509090006,1985,9,9,0
198106290002,1981,6,29,0
198205250003,1982,5,25,0
198707210020,1987,7,21,0
197706280001,1977,6,28,0
197901140003,1979,1,14,0
198811120003,1988,11,12,0
198802080002,1988,2,8,0
198604230007,1986,4,23,0
198810120002,1988,10,12,0
198711070015,1987,11,7,0
198711070005,1987,11,7,0
198007290001,1980,7,29,0
198810170001,1988,10,17,0
198404260006,1984,4,26,0
197902010004,1979,2,1,0
198802110008,1988,2,11,0
198802230005,1988,2,23,0
198809090002,1988,9,9,0
198810070005,1988,10,7,0
198201220001,1982,1,22,0
198706010001,1987,6,1,0
198007180001,1980,7,18,0
198711190029,1987,11,19,0
198506100017,1985,6,10,0
198812070002,1988,12,7,0
198004170003,1980,4,17,0
198711070004,1987,11,7,0
198905230005,1989,5,23,10
197807240001,1978,7,24,0
198910080005,1989,10,8,4
198905220022,1989,5,22,9
198801040003,1988,1,4,0
198107070001,1981,7,7,0
198707280009,1987,7,28,1
198902170006,1989,2,17,0
198507290001,1985,7,29,0
198505160013,1985,5,16,0
198902150013,1989,2,15,0
198811230011,1988,11,23,5
198411240002,1984,11,24,0
198901100007,1989,1,10,1
198904040008,1989,4,4,0
198703120004,1987,3,12,0
198909020014,1989,9,2,0
198312120016,1983,12,12,0
198708080002,1987,8,8,0
198009120009,1980,9,12,0
198704060011,1987,4,6,0
198811270002,1988,11,27,0
198301050001,1983,1,5,0
198307180005,1983,7,18,0
198405010011,1984,5,1,0
198802190005,1988,2,19,0
198803180005,1988,3,18,0
198902150016,1989,2,15,0
198809170002,1988,9,17,0
197810290001,1978,10,29,2
198802040010,1988,2,4,0
197810270004,1978,10,27,0
198001170001,1980,1,17,0
198006160003,1980,6,16,0
198509170004,1985,9,17,0
198711150002,1987,11,15,0
198801040005,1988,1,4,0
198804080002,1988,4,8,0
198711190013,1987,11,19,0
198807020019,1988,7,2,0
198711190008,1987,11,19,0
198602120005,1986,2,12,0
198711190006,1987,11,19,0
198505160022,1985,5,16,0
198711190031,1987,11,19,0
198911260004,1989,11,26,0
198806130011,1988,6,13,0
198807020006,1988,7,2,0
198505160043,1985,5,16,0
198905220008,1989,5,22,0
198601220004,1986,1,22,0
198505160025,1985,5,16,0
198204210011,1982,4,21,0
198907200012,1989,7,20,0
198707210018,1987,7,21,0
198011210002,1980,11,21,1
198501030008,1985,1,3,0
198510090002,1985,10,9,1
198902090006,1989,2,9,0
198111030005,1981,11,3,0
197901250007,1979,1,25,0
198003170003,1980,3,17,0
198105140001,1981,5,14,0
198811220003,1988,11,22,0
198304120004,1983,4,12,0
198010300007,1980,10,30,0
198704060008,1987,4,6,0
198208290004,1982,8,29,1
198703160001,1987,3,16,0
198506060011,1985,6,6,0
198308220001,1983,8,22,0
198811140002,1988,11,14,0
198807020022,1988,7,2,0
198006260003,1980,6,26,1
198711190005,1987,11,19,0
198107210001,1981,7,21,1
198608190012,1986,8,19,7
198103010005,1981,3,1,0
198506100010,1985,6,10,0
198505160016,1985,5,16,0
198802110002,1988,2,11,0
198506100018,1985,6,10,0
198902100012,1989,2,10,0
198402040004,1984,2,4,0
198102090001,1981,2,9,0
198603160009,1986,3,16,0
198108010006,1981,8,1,0
198106290001,1981,6,29,0
198107220006,1981,7,22,0
198012150003,1980,12,15,0
198707210008,1987,7,21,0
198207220007,1982,7,22,0
198512140003,1985,12,14,0
198512140002,1985,12,14,0
198802110007,1988,2,11,0
198903210009,1989,3,21,0
198601220001,1986,1,22,0
198003170013,1980,3,17,0
198201220004,1982,1,22,8
198706020007,1987,6,2,2
198403220005,1984,3,22,0
198605130007,1986,5,13,0
198403300001,1984,3,30,0
197804200001,1978,4,20,0
198201120001,1982,1,12,0
198112270003,1981,12,27,0
198904110007,1989,4,11,0
198907300011,1989,7,30,0
198507170012,1985,7,17,0
198304030011,1983,4,3,1
198807020008,1988,7,2,0
198811120001,1988,11,12,0
198505160006,1985,5,16,0
198503040005,1985,3,4,0
198812030003,1988,12,3,0
198110240002,1981,10,24,0
198311170009,1983,11,17,108
198307200001,1983,7,20,0
197909160001,1979,9,16,0
198806130007,1988,6,13,0
198711070008,1987,11,7,0
198409070001,1984,9,7,0
198109220009,1981,9,22,0
198103300001,1981,3,30,0
198811220002,1988,11,22,0
198902250005,1989,2,25,0
198309060004,1983,9,6,0
198811230002,1988,11,23,0
198904050018,1989,4,5,0
198802230004,1988,2,23,0
197910080002,1979,10,8,0
198707240001,1987,7,24,0
198512160003,1985,12,16,0
198904050016,1989,4,5,0
198102050011,1981,2,5,22
198503000001,1985,3,0,0
198105210008,1981,5,21,0
198904050021,1989,4,5,0
198811120005,1988,11,12,0
198806050004,1988,6,5,0
198505170001,1985,5,17,0
198107270009,1981,7,27,2
198706040003,1987,6,4,0
198909090019,1989,9,9,0
198301220004,1983,1,22,0
198009110004,1980,9,11,0
197904260003,1979,4,26,1
198805030015,1988,5,3,0
198909020018,1989,9,2,0
198905160012,1989,5,16,0
198407090002,1984,7,9,0
197405070001,1974,5,7,0
198901170010,1989,1,17,0
198001280001,1980,1,28,0
198210090001,1982,10,9,0
198803150002,1988,3,15,0
