eventid,iyear,imonth,iday,nkill
198306090005,1983,6,9,18
198306110002,1983,6,11,4
198306120011,1983,6,12,2
198306170004,1983,6,17,17
198306170005,1983,6,17,27
198306180004,1983,6,18,10
198306190004,1983,6,19,14
198306210003,1983,6,21,40
198306220006,1983,6,22,25
198306240007,1983,6,24,52
198306270006,1983,6,27,24
198306280008,1983,6,28,4
198307070008,1983,7,7,24
198307100004,1983,7,10,11
198307100005,1983,7,10,8
198307170009,1983,7,17,31
198307250005,1983,7,25,17
198307250007,1983,7,25,2
198307250008,1983,7,25,48
198308030002,1983,8,3,2
198308030004,1983,8,3,3
198308030005,1983,8,3,1
198308030006,1983,8,3,4
198308030007,1983,8,3,28
198308040006,1983,8,4,14
198308070011,1983,8,7,19
198308070012,1983,8,7,25
198308070018,1983,8,7,14
198308070019,1983,8,7,6
198308090005,1983,8,9,5
198308100006,1983,8,10,12
198308140004,1983,8,14,6
198308140005,1983,8,14,3
198308150007,1983,8,15,26
198308150008,1983,8,15,6
198308180007,1983,8,18,4
198308210005,1983,8,21,8
198308210006,1983,8,21,10
198308210007,1983,8,21,12
198308210008,1983,8,21,10
198308220005,1983,8,22,31
198308220006,1983,8,22,2
198308220009,1983,8,22,50
198308240006,1983,8,24,30
198308240007,1983,8,24,6
198308250004,1983,8,25,3
198308250006,1983,8,25,23
198308260006,1983,8,26,4
198308280004,1983,8,28,16
198309010007,1983,9,1,18
198309030002,1983,9,3,10
198309040001,1983,9,4,30
198309040002,1983,9,4,30
198309050005,1983,9,5,12
198309050009,1983,9,5,15
198309050010,1983,9,5,4
198309080005,1983,9,8,4
198309090001,1983,9,9,28
198309110002,1983,9,11,11
198309130013,1983,9,13,5
198309130015,1983,9,13,7
198309130016,1983,9,13,27
198309130017,1983,9,13,30
198309130018,1983,9,13,6
198309140004,1983,9,14,16
198309160003,1983,9,16,15
198309160004,1983,9,16,7
198309170002,1983,9,17,6
198309170004,1983,9,17,30
198309180004,1983,9,18,49
198309180005,1983,9,18,1
198309180006,1983,9,18,10
198309230009,1983,9,23,5
198309240002,1983,9,24,2
198309240003,1983,9,24,8
198309260002,1983,9,26,16
198310020003,1983,10,2,0
198310030002,1983,10,3,23
198310040007,1983,10,4,10
198310050004,1983,10,5,165
198310060004,1983,10,6,2
198310090002,1983,10,9,18
198310090004,1983,10,9,11
198310120004,1983,10,12,44
198310140006,1983,10,14,6
198310150009,1983,10,15,6
198310150010,1983,10,15,50
198310170006,1983,10,17,1
198310190004,1983,10,19,40
198310210004,1983,10,21,1
198310230009,1983,10,23,0
198310250005,1983,10,25,64
198310260007,1983,10,26,6
198310280009,1983,10,28,6
198310280010,1983,10,28,6
198310280011,1983,10,28,45
198310290003,1983,10,29,60
198311060004,1983,11,6,14
198311090003,1983,11,9,10
198311100008,1983,11,10,25
198311100010,1983,11,10,6
198311110002,1983,11,11,25
198311120007,1983,11,12,8
198311150007,1983,11,15,1
198311150016,1983,11,15,22
198311150019,1983,11,15,1
198311180007,1983,11,18,18
198311220004,1983,11,22,12
198312020004,1983,12,2,2
198312030002,1983,12,3,2
198312030003,1983,12,3,10
198312030004,1983,12,3,65
198312060007,1983,12,6,6
198312060008,1983,12,6,2
198312060009,1983,12,6,0
198312070005,1983,12,7,0
198312070006,1983,12,7,0
198312090007,1983,12,9,50
198312090008,1983,12,9,35
198312110003,1983,12,11,13
198312110004,1983,12,11,12
198312160002,1983,12,16,3
198312190006,1983,12,19,3
198312200006,1983,12,20,4
198312200007,1983,12,20,47
198312230007,1983,12,23,6
198312230008,1983,12,23,54
198312250004,1983,12,25,27
198401010035,1984,1,1,132
198401020009,1984,1,2,12
198401020010,1984,1,2,12
198401070007,1984,1,7,11
198401080006,1984,1,8,65
198401080007,1984,1,8,30
198401090005,1984,1,9,42
198401090006,1984,1,9,3
198401090007,1984,1,9,29
198401120009,1984,1,12,3
198401260011,1984,1,26,1
198401260012,1984,1,26,270
198402010004,1984,2,1,12
198402010005,1984,2,1,11
198402010009,1984,2,1,22
198402010010,1984,2,1,25
198402020012,1984,2,2,2
198402040007,1984,2,4,1
198402050006,1984,2,5,7
198402070006,1984,2,7,9
198402100010,1984,2,10,22
198402120003,1984,2,12,13
198402180007,1984,2,18,45
198402190005,1984,2,19,1
198402190006,1984,2,19,2
198402190007,1984,2,19,6
198402200007,1984,2,20,25
198402210006,1984,2,21,5
198402240010,1984,2,24,6
198402270005,1984,2,27,3
198403040009,1984,3,4,45
198403040010,1984,3,4,2
198403050005,1984,3,5,3
198403050006,1984,3,5,3
198403060008,1984,3,6,2
198403070019,1984,3,7,4
198403110013,1984,3,11,9
198403120005,1984,3,12,28
198403140013,1984,3,14,21
198403150009,1984,3,15,14
198403150010,1984,3,15,20
198403160006,1984,3,16,2
198403160009,1984,3,16,12
198403170009,1984,3,17,11
198403170010,1984,3,17,12
198403170011,1984,3,17,15
198403180035,1984,3,18,12
198403180036,1984,3,18,0
198403180037,1984,3,18,2
198403180039,1984,3,18,4
198403180040,1984,3,18,0
198403190007,1984,3,19,25
198403190008,1984,3,19,13
198403200006,1984,3,20,21
198403230007,1984,3,23,30
198403240005,1984,3,24,0
198403240007,1984,3,24,0
198403250006,1984,3,25,7
198403260014,1984,3,26,29
198403260015,1984,3,26,8
198403270011,1984,3,27,0
198403300006,1984,3,30,0
198404010015,1984,4,1,10
198404010016,1984,4,1,0
198404010017,1984,4,1,0
198404010018,1984,4,1,0
198404010019,1984,4,1,0
198404010020,1984,4,1,0
198404010021,1984,4,1,0
198404010024,1984,4,1,21
198404010025,1984,4,1,0
198404020005,1984,4,2,43
198404020006,1984,4,2,0
198404030006,1984,4,3,30
198404040009,1984,4,4,0
198404050011,1984,4,5,9
198404050012,1984,4,5,60
198404050014,1984,4,5,0
198404080010,1984,4,8,0
198404080011,1984,4,8,0
198404080012,1984,4,8,0
198404080013,1984,4,8,0
198404080014,1984,4,8,0
198404080016,1984,4,8,0
198404080018,1984,4,8,0
198404080019,1984,4,8,0
198404090008,1984,4,9,8
198404180004,1984,4,18,15
198404210008,1984,4,21,38
198404220013,1984,4,22,0
198404230012,1984,4,23,0
198404230015,1984,4,23,0
198404230016,1984,4,23,0
198404250005,1984,4,25,6
198404260013,1984,4,26,13
198404260014,1984,4,26,13
198404270007,1984,4,27,5
198405010015,1984,5,1,0
198405010016,1984,5,1,0
198405020006,1984,5,2,0
198405070002,1984,5,7,15
198405140012,1984,5,14,0
198405140013,1984,5,14,0
198405140014,1984,5,14,0
198405140018,1984,5,14,0
198405140019,1984,5,14,0
198405140020,1984,5,14,0
198405140021,1984,5,14,0
198405160021,1984,5,16,16
198405190006,1984,5,19,88
198405290007,1984,5,29,0
198406010004,1984,6,1,38
198406020010,1984,6,2,0
198406020011,1984,6,2,0
198406020012,1984,6,2,10
198406030006,1984,6,3,0
198406060010,1984,6,6,0
198406080005,1984,6,8,0
198406080006,1984,6,8,0
198406100003,1984,6,10,0
198406100006,1984,6,10,0
198406100007,1984,6,10,0
198406120007,1984,6,12,3
198406150013,1984,6,15,0
198406170017,1984,6,17,73
198406180008,1984,6,18,0
198406180009,1984,6,18,110
198406210016,1984,6,21,1
198406210017,1984,6,21,0
198406210018,1984,6,21,7
198407020007,1984,7,2,7
198407020008,1984,7,2,51
198407030007,1984,7,3,0
198407030008,1984,7,3,40
198407040010,1984,7,4,16
198407050014,1984,7,5,4
198407060014,1984,7,6,3
198407070015,1984,7,7,20
198407070016,1984,7,7,180
198407080002,1984,7,8,0
198407120037,1984,7,12,3
198407120038,1984,7,12,0
198407160015,1984,7,16,1
198407220005,1984,7,22,21
198407250005,1984,7,25,12
198407290011,1984,7,29,16
198408020004,1984,8,2,1
198408080008,1984,8,8,5
198408080009,1984,8,8,16
198408080010,1984,8,8,15
198408080011,1984,8,8,7
198408080012,1984,8,8,3
198408100014,1984,8,10,9
198408130010,1984,8,13,90
198408180004,1984,8,18,5
198408180005,1984,8,18,12
198408200004,1984,8,20,250
198408210010,1984,8,21,4
198408250019,1984,8,25,12
198408250020,1984,8,25,3
198408250021,1984,8,25,6
198408250022,1984,8,25,11
198408250023,1984,8,25,4
198408270005,1984,8,27,0
198408280016,1984,8,28,30
198408300002,1984,8,30,3
198409010003,1984,9,1,23
198409020005,1984,9,2,4
198409020006,1984,9,2,48
198409030009,1984,9,3,28
198409040019,1984,9,4,3
198409040020,1984,9,4,1
198409040021,1984,9,4,2
198409040022,1984,9,4,8
198409050012,1984,9,5,7
198409060010,1984,9,6,20
198409080003,1984,9,8,16
198409100002,1984,9,10,27
198409110005,1984,9,11,1
198409110008,1984,9,11,15
198409110010,1984,9,11,46
198409110011,1984,9,11,20
198409120010,1984,9,12,3
198409130004,1984,9,13,2
198409190004,1984,9,19,1
198409210007,1984,9,21,4
198409210009,1984,9,21,1
198409220004,1984,9,22,6
198409220005,1984,9,22,1
198409220007,1984,9,22,0
198409230003,1984,9,23,4
198409240005,1984,9,24,8
198409260009,1984,9,26,0
198409260010,1984,9,26,0
198409280009,1984,9,28,3
198409280010,1984,9,28,0
198409300005,1984,9,30,0
198409300006,1984,9,30,0
198410010002,1984,10,1,0
198410020005,1984,10,2,7
198410050002,1984,10,5,3
198410050003,1984,10,5,5
198410060001,1984,10,6,1
198410070003,1984,10,7,2
198410100011,1984,10,10,9
198410120005,1984,10,12,38
198410220008,1984,10,22,16
198410220009,1984,10,22,12
198410260004,1984,10,26,80
198410280011,1984,10,28,13
198410280014,1984,10,28,0
198410280015,1984,10,28,11
198410300006,1984,10,30,21
198410310005,1984,10,31,4
198411050011,1984,11,5,111
198411060008,1984,11,6,32
198411080003,1984,11,8,3
198411090004,1984,11,9,80
198411100006,1984,11,10,3
198411100007,1984,11,10,2
198411100008,1984,11,10,30
198411110004,1984,11,11,63
198411110006,1984,11,11,1
198411140008,1984,11,14,0
198411160003,1984,11,16,5
198411160004,1984,11,16,8
198411160005,1984,11,16,12
198411160006,1984,11,16,2
198411190002,1984,11,19,1
198411190003,1984,11,19,12
198411190004,1984,11,19,50
198411200010,1984,11,20,36
198411290005,1984,11,29,0
198412030006,1984,12,3,35
198412050004,1984,12,5,10
198412050008,1984,12,5,22
198412060006,1984,12,6,8
198412060007,1984,12,6,0
198412060008,1984,12,6,0
198412060009,1984,12,6,0
198412060010,1984,12,6,0
198412100003,1984,12,10,13
198412200003,1984,12,20,0
198412200004,1984,12,20,5
198412240003,1984,12,24,1
198412310009,1984,12,31,6
198501030012,1985,1,3,4
198501080007,1985,1,8,45
198501080009,1985,1,8,4
198501100005,1985,1,10,12
198501100009,1985,1,10,34
198501110002,1985,1,11,0
198501110003,1985,1,11,59
198501110004,1985,1,11,94
198501140013,1985,1,14,2
198501140014,1985,1,14,10
198501150008,1985,1,15,7
198501150009,1985,1,15,5
198501150011,1985,1,15,30
198501150012,1985,1,15,10
198501160005,1985,1,16,1
198501170011,1985,1,17,0
198501170012,1985,1,17,3
198501170014,1985,1,17,4
198501170015,1985,1,17,5
198501170016,1985,1,17,3
198501210005,1985,1,21,2
198501210006,1985,1,21,1
198501260003,1985,1,26,5
198502020005,1985,2,2,2
198502030006,1985,2,3,18
198502050004,1985,2,5,0
198502050005,1985,2,5,0
198502050006,1985,2,5,0
198502050007,1985,2,5,0
198502050008,1985,2,5,0
198502060013,1985,2,6,1
198502060014,1985,2,6,3
198502130002,1985,2,13,23
198502140007,1985,2,14,5
198502150001,1985,2,15,1
198502200003,1985,2,20,2
198502200004,1985,2,20,0
198502200005,1985,2,20,7
198502260003,1985,2,26,2
198502280006,1985,2,28,23
198503010005,1985,3,1,17
198503070006,1985,3,7,20
198503100002,1985,3,10,20
198503130007,1985,3,13,6
198503130010,1985,3,13,5
198503130011,1985,3,13,8
198503150005,1985,3,15,3
198503150006,1985,3,15,12
198503220006,1985,3,22,0
198503230003,1985,3,23,22
198503240004,1985,3,24,12
198503240006,1985,3,24,8
198503260001,1985,3,26,0
198504080005,1985,4,8,25
198504150002,1985,4,15,0
198504170003,1985,4,17,1
198504180005,1985,4,18,7
198504230005,1985,4,23,3
198504240005,1985,4,24,4
198504250002,1985,4,25,19
198504300008,1985,4,30,60
198505010016,1985,5,1,17
198505010017,1985,5,1,50
198505030035,1985,5,3,2
198505040002,1985,5,4,18
198505040004,1985,5,4,4
198505040005,1985,5,4,4
198505070012,1985,5,7,43
198505070013,1985,5,7,2
198505070022,1985,5,7,9
198505070023,1985,5,7,5
198505100026,1985,5,10,8
198505100027,1985,5,10,4
198505130008,1985,5,13,9
198505130009,1985,5,13,1
198505130010,1985,5,13,3
198505130011,1985,5,13,5
198505140016,1985,5,14,0
198505150002,1985,5,15,12
198505150003,1985,5,15,30
198505160058,1985,5,16,5
198505160059,1985,5,16,0
198505180016,1985,5,18,50
198505190003,1985,5,19,8
198505190005,1985,5,19,3
198505200010,1985,5,20,0
198505200011,1985,5,20,1
198505280005,1985,5,28,3
198505290008,1985,5,29,4
198505290009,1985,5,29,3
198505300006,1985,5,30,0
198506010005,1985,6,1,30
198506020004,1985,6,2,17
198506020005,1985,6,2,0
198506020006,1985,6,2,0
198506060013,1985,6,6,0
198506060014,1985,6,6,0
198506070009,1985,6,7,7
198506080011,1985,6,8,1
198506080013,1985,6,8,0
198506080014,1985,6,8,0
198506090003,1985,6,9,12
198506110010,1985,6,11,2
198506170002,1985,6,17,0
198506180014,1985,6,18,3
198506180015,1985,6,18,4
198506180016,1985,6,18,2
198506180017,1985,6,18,0
198506180018,1985,6,18,9
198506180020,1985,6,18,3
198506190009,1985,6,19,13
198506190010,1985,6,19,1
198506190011,1985,6,19,2
198506190012,1985,6,19,2
198507010022,1985,7,1,7
198507010028,1985,7,1,31
198507010029,1985,7,1,6
198507050002,1985,7,5,2
198507050007,1985,7,5,2
198507050008,1985,7,5,38
198507060004,1985,7,6,0
198507060005,1985,7,6,41
198507070001,1985,7,7,2
198507070002,1985,7,7,20
198507070003,1985,7,7,0
198507100009,1985,7,10,16
198507120016,1985,7,12,1
198507120018,1985,7,12,0
198507120020,1985,7,12,11
198507170022,1985,7,17,0
198507200005,1985,7,20,0
198507210003,1985,7,21,19
198507220005,1985,7,22,3
198507220006,1985,7,22,6
198507230004,1985,7,23,5
198507230005,1985,7,23,3
198507230006,1985,7,23,3
198507230009,1985,7,23,25
198507230010,1985,7,23,3
198507300005,1985,7,30,3
198508010010,1985,8,1,0
198508010011,1985,8,1,0
198508010012,1985,8,1,0
198508010013,1985,8,1,12
198508010016,1985,8,1,0
198508020003,1985,8,2,6
198508020004,1985,8,2,6
198508020007,1985,8,2,8
198508040010,1985,8,4,0
198508040012,1985,8,4,0
198508090010,1985,8,9,9
198508100005,1985,8,10,0
198508140009,1985,8,14,0
198508150006,1985,8,15,0
198508150008,1985,8,15,4
198508170010,1985,8,17,0
198508170011,1985,8,17,0
198508170012,1985,8,17,0
198508170013,1985,8,17,0
198508170014,1985,8,17,0
198508170015,1985,8,17,15
198508190004,1985,8,19,10
198508190005,1985,8,19,3
198508190007,1985,8,19,3
198508190008,1985,8,19,3
198508190010,1985,8,19,0
198508190011,1985,8,19,1
198508190014,1985,8,19,0
198508240001,1985,8,24,4
198508280007,1985,8,28,1
198508280008,1985,8,28,26
198508280009,1985,8,28,6
198509010001,1985,9,1,0
198509010002,1985,9,1,0
198509010003,1985,9,1,0
198509010005,1985,9,1,0
198509010006,1985,9,1,0
198509090009,1985,9,9,0
198509130006,1985,9,13,0
198509150005,1985,9,15,0
198509150006,1985,9,15,0
198509150007,1985,9,15,0
198509150008,1985,9,15,0
198509160006,1985,9,16,0
198509160007,1985,9,16,30
198509170010,1985,9,17,0
198509170011,1985,9,17,0
198509170012,1985,9,17,0
198509170013,1985,9,17,0
198509180007,1985,9,18,0
198509180008,1985,9,18,0
198509180009,1985,9,18,0
198509180010,1985,9,18,0
198509180012,1985,9,18,0
198509180013,1985,9,18,0
198509180015,1985,9,18,0
198509180016,1985,9,18,0
198509180017,1985,9,18,0
198509180018,1985,9,18,0
198509180019,1985,9,18,0
198509180020,1985,9,18,0
198509200005,1985,9,20,0
198510010006,1985,10,1,1
198510030004,1985,10,3,0
198510030008,1985,10,3,0
198510070025,1985,10,7,4
198510080002,1985,10,8,10
198510090007,1985,10,9,10
198510090008,1985,10,9,10
198510090009,1985,10,9,10
198510090010,1985,10,9,10
198510090011,1985,10,9,10
198510090013,1985,10,9,10
198510100001,1985,10,10,1
198510150009,1985,10,15,5
198510150010,1985,10,15,7
198510190005,1985,10,19,0
198510200005,1985,10,20,5
198510290004,1985,10,29,3
198510300007,1985,10,30,8
198510300008,1985,10,30,4
198510310011,1985,10,31,6
198511010010,1985,11,1,5
198511030009,1985,11,3,6
198511060015,1985,11,6,7
198511060016,1985,11,6,5
198511060018,1985,11,6,1
198511060019,1985,11,6,23
198511090003,1985,11,9,4
198511100006,1985,11,10,10
198511100007,1985,11,10,33
198511110010,1985,11,11,4
198511200003,1985,11,20,66
198511250020,1985,11,25,120
198511250021,1985,11,25,18
198512030006,1985,12,3,0
198512050002,1985,12,5,2
198512060007,1985,12,6,70
198512110006,1985,12,11,9
198512110007,1985,12,11,70
198512110008,1985,12,11,30
198512170002,1985,12,17,2
198512180006,1985,12,18,9
198512190002,1985,12,19,1
198512190003,1985,12,19,1
198512210001,1985,12,21,1
198512210002,1985,12,21,71
198512210003,1985,12,21,5
198512220001,1985,12,22,5
198512230017,1985,12,23,1
198512260006,1985,12,26,30
198512260007,1985,12,26,40
198601010009,1986,1,1,5
198601100010,1986,1,10,4
198601110003,1986,1,11,4
198601120003,1986,1,12,25
198601160004,1986,1,16,0
198601160005,1986,1,16,0
198601250002,1986,1,25,1
198602010004,1986,2,1,2
198602140002,1986,2,14,3
198602160007,1986,2,16,0
198602160008,1986,2,16,3
198602170001,1986,2,17,3
198602250002,1986,2,25,9
198602250003,1986,2,25,3
198602270012,1986,2,27,2
198603070003,1986,3,7,2
198603110010,1986,3,11,0
198603110011,1986,3,11,0
198603110012,1986,3,11,0
198603110013,1986,3,11,1
198603110014,1986,3,11,1
198603110015,1986,3,11,1
198603110016,1986,3,11,1
198603110017,1986,3,11,1
198603110018,1986,3,11,1
198603120013,1986,3,12,3
198603220001,1986,3,22,12
198603300009,1986,3,30,2
198604010035,1986,4,1,1
198604070003,1986,4,7,25
198604090002,1986,4,9,14
198604130001,1986,4,13,2
198604130002,1986,4,13,9
198604170007,1986,4,17,0
198604250004,1986,4,25,4
198604270001,1986,4,27,4
198604270002,1986,4,27,10
198605040007,1986,5,4,3
198605070003,1986,5,7,4
198605110001,1986,5,11,3
198605130011,1986,5,13,6
198605130014,1986,5,13,2
198605140011,1986,5,14,0
198605200011,1986,5,20,4
198605210004,1986,5,21,30
198605210007,1986,5,21,8
198605310010,1986,5,31,15
198606060010,1986,6,6,5
198606080005,1986,6,8,5
198606080006,1986,6,8,3
198606120009,1986,6,12,3
198606180005,1986,6,18,5
198606200011,1986,6,20,2
198607050001,1986,7,5,1
198607050010,1986,7,5,5
198607060004,1986,7,6,2
198607060005,1986,7,6,4
198608120005,1986,8,12,2
198608140009,1986,8,14,20
198608200008,1986,8,20,2
198608270005,1986,8,27,5
198609120004,1986,9,12,6
198609120007,1986,9,12,13
198609130006,1986,9,13,2
198609140005,1986,9,14,3
198609140006,1986,9,14,0
198609140007,1986,9,14,2
198609140008,1986,9,14,1
198609150003,1986,9,15,16
198609150004,1986,9,15,6
198609190001,1986,9,19,1
198609190002,1986,9,19,10
198609200001,1986,9,20,0
198610020005,1986,10,2,3
198610110001,1986,10,11,4
198610150001,1986,10,15,3
198611060006,1986,11,6,7
198611070004,1986,11,7,5
198611080005,1986,11,8,27
198611080006,1986,11,8,5
198611080008,1986,11,8,5
198611160006,1986,11,16,7
198611190006,1986,11,19,1
198612050003,1986,12,5,1
198612070002,1986,12,7,2
198612070004,1986,12,7,10
198612070005,1986,12,7,27
198612110004,1986,12,11,1
198612160011,1986,12,16,0
198612160013,1986,12,16,0
198701050004,1987,1,5,2
198701160002,1987,1,16,0
198701180004,1987,1,18,3
198702120008,1987,2,12,3
198702160002,1987,2,16,7
198702270001,1987,2,27,16
198703010003,1987,3,1,7
198703080001,1987,3,8,9
198703090010,1987,3,9,5
198703140005,1987,3,14,16
198703150009,1987,3,15,0
198703160007,1987,3,16,0
198703160008,1987,3,16,0
198703160009,1987,3,16,4
198703160013,1987,3,16,2
198703160014,1987,3,16,0
198703170004,1987,3,17,2
198703190010,1987,3,19,0
198703200004,1987,3,20,0
198703270002,1987,3,27,9
198704040002,1987,4,4,10
198704060020,1987,4,6,2
198704060021,1987,4,6,4
198704100010,1987,4,10,0
198704100011,1987,4,10,0
198704100012,1987,4,10,0
198704100014,1987,4,10,0
198704100015,1987,4,10,0
198704130004,1987,4,13,18
198704130005,1987,4,13,1
198704160007,1987,4,16,15
198704200003,1987,4,20,0
198704250007,1987,4,25,4
198705010005,1987,5,1,7
198705010006,1987,5,1,0
198705010011,1987,5,1,7
198705050009,1987,5,5,0
198705050011,1987,5,5,2
198705050012,1987,5,5,2
198705140009,1987,5,14,1
198705170007,1987,5,17,3
198705170010,1987,5,17,4
198705200011,1987,5,20,3
198705200012,1987,5,20,2
198705240002,1987,5,24,7
198705240004,1987,5,24,6
198705260001,1987,5,26,10
198706010005,1987,6,1,0
198706020010,1987,6,2,12
198706030007,1987,6,3,6
198706110007,1987,6,11,0
198706140008,1987,6,14,1
198706160009,1987,6,16,10
198706160010,1987,6,16,25
198706180002,1987,6,18,8
198706180003,1987,6,18,5
198706180004,1987,6,18,8
198706180005,1987,6,18,0
198706190006,1987,6,19,10
198706250009,1987,6,25,2
198706260003,1987,6,26,11
198707010004,1987,7,1,4
198707010005,1987,7,1,12
198707010006,1987,7,1,11
198707060004,1987,7,6,2
198707060005,1987,7,6,11
198707100006,1987,7,10,1
198707120004,1987,7,12,0
198707120005,1987,7,12,1
198707160011,1987,7,16,12
198707160012,1987,7,16,0
198707190012,1987,7,19,0
198707200004,1987,7,20,1
198707200005,1987,7,20,0
198707200006,1987,7,20,0
198707200007,1987,7,20,0
198707210024,1987,7,21,0
198707210025,1987,7,21,0
198707210026,1987,7,21,0
198708020016,1987,8,2,0
198708020018,1987,8,2,0
198708020019,1987,8,2,0
198708020020,1987,8,2,0
198708090005,1987,8,9,0
198708090006,1987,8,9,0
198708120006,1987,8,12,0
198708120008,1987,8,12,2
198708150002,1987,8,15,100
198708160003,1987,8,16,0
198708160004,1987,8,16,0
198708160005,1987,8,16,0
198708160006,1987,8,16,0
198708160007,1987,8,16,0
198708160008,1987,8,16,0
198708160009,1987,8,16,0
198708160010,1987,8,16,0
198708160011,1987,8,16,0
198708160012,1987,8,16,0
198708160013,1987,8,16,0
198708160014,1987,8,16,0
198708160015,1987,8,16,0
198708160016,1987,8,16,0
198708160017,1987,8,16,0
198708160018,1987,8,16,0
198708160019,1987,8,16,0
198708170003,1987,8,17,11
198708190007,1987,8,19,0
198708190008,1987,8,19,0
198708190009,1987,8,19,0
198709090008,1987,9,9,9
198709100011,1987,9,10,0
198709130008,1987,9,13,1
198709150010,1987,9,15,15
198709150012,1987,9,15,0
198709160003,1987,9,16,16
198709170004,1987,9,17,2
198709200003,1987,9,20,2
198709220003,1987,9,22,10
198709220004,1987,9,22,4
198709230004,1987,9,23,1
198709240012,1987,9,24,5
198709240013,1987,9,24,1
198709240014,1987,9,24,1
198709240015,1987,9,24,1
198709240016,1987,9,24,2
198709240017,1987,9,24,2
198709240018,1987,9,24,4
198709250022,1987,9,25,2
198709250025,1987,9,25,0
198709250026,1987,9,25,0
198709250027,1987,9,25,0
198709250028,1987,9,25,0
198710080004,1987,10,8,0
198710090005,1987,10,9,0
198710100003,1987,10,10,0
198710110003,1987,10,11,0
198710110004,1987,10,11,0
198710110005,1987,10,11,0
198710130008,1987,10,13,1
198710140008,1987,10,14,0
198710140009,1987,10,14,20
198710140010,1987,10,14,0
198710140011,1987,10,14,0
198710150004,1987,10,15,0
198710160002,1987,10,16,0
198710200010,1987,10,20,0
198710200011,1987,10,20,0
198710200012,1987,10,20,0
198710200013,1987,10,20,0
198710200015,1987,10,20,0
198710210005,1987,10,21,1
198710220012,1987,10,22,6
198710250007,1987,10,25,0
198710250008,1987,10,25,1
198710260006,1987,10,26,1
198710290008,1987,10,29,0
198710300011,1987,10,30,0
198710300013,1987,10,30,0
198711050006,1987,11,5,19
198711080005,1987,11,8,2
198711080007,1987,11,8,1
198711100005,1987,11,10,3
198711100007,1987,11,10,0
198711150007,1987,11,15,0
198711160003,1987,11,16,9
198711160004,1987,11,16,0
198711160005,1987,11,16,0
198711160006,1987,11,16,0
198711160007,1987,11,16,0
198711160008,1987,11,16,0
198711170003,1987,11,17,2
198711170004,1987,11,17,28
198711170005,1987,11,17,0
198711170006,1987,11,17,0
198711180020,1987,11,18,2
198711180021,1987,11,18,0
198711200003,1987,11,20,2
198711200004,1987,11,20,3
198711200005,1987,11,20,0
198711210004,1987,11,21,10
198711210005,1987,11,21,20
198711210007,1987,11,21,5
198711210009,1987,11,21,0
198711210010,1987,11,21,9
198711220004,1987,11,22,3
198711220005,1987,11,22,4
198711250007,1987,11,25,8
198711250010,1987,11,25,1
198711290004,1987,11,29,0
198712100006,1987,12,10,0
198712100007,1987,12,10,0
198712100008,1987,12,10,0
198712100009,1987,12,10,0
198712100010,1987,12,10,0
198712110004,1987,12,11,2
198712140006,1987,12,14,0
198712170005,1987,12,17,3
198712180005,1987,12,18,0
198712180006,1987,12,18,0
198712180007,1987,12,18,5
198712190002,1987,12,19,2
198712190003,1987,12,19,1
198712230003,1987,12,23,0
198712260004,1987,12,26,0
198712260005,1987,12,26,3
198712260006,1987,12,26,3
198712280005,1987,12,28,4
198712300001,1987,12,30,5
198801010012,1988,1,1,2
198801020001,1988,1,2,6
198801030005,1988,1,3,2
198801030006,1988,1,3,15
198801030007,1988,1,3,5
198801040009,1988,1,4,0
198801100006,1988,1,10,5
198801110003,1988,1,11,3
198801110004,1988,1,11,0
198801140001,1988,1,14,2
198801200002,1988,1,20,3
198801200003,1988,1,20,2
198801200006,1988,1,20,5
198801200008,1988,1,20,0
198801210006,1988,1,21,0
198801240021,1988,1,24,15
198801310011,1988,1,31,0
198802030001,1988,2,3,0
198802030003,1988,2,3,0
198802040004,1988,2,4,0
198802040005,1988,2,4,0
198802040006,1988,2,4,0
198802040007,1988,2,4,0
198802040008,1988,2,4,0
198802040009,1988,2,4,0
198802070002,1988,2,7,4
198802090011,1988,2,9,0
198802090012,1988,2,9,0
198802100002,1988,2,10,0
198802110014,1988,2,11,0
198802170018,1988,2,17,45
198802170019,1988,2,17,0
198802220008,1988,2,22,0
198802220017,1988,2,22,9
198802220018,1988,2,22,0
198802240023,1988,2,24,8
198802240029,1988,2,24,0
198802240031,1988,2,24,0
198802240032,1988,2,24,0
198802240033,1988,2,24,0
198802240034,1988,2,24,0
198802260002,1988,2,26,5
198803020003,1988,3,2,0
198803030005,1988,3,3,0
198803030006,1988,3,3,8
198803080011,1988,3,8,2
198803080012,1988,3,8,1
198803090007,1988,3,9,0
198803160009,1988,3,16,1
198803160011,1988,3,16,3
198803170012,1988,3,17,0
198803170013,1988,3,17,1
198803180010,1988,3,18,0
198803180012,1988,3,18,0
198803200006,1988,3,20,0
198803200007,1988,3,20,0
198803210009,1988,3,21,2
198803220005,1988,3,22,2
198803220009,1988,3,22,2
198804070003,1988,4,7,4
198804230006,1988,4,23,3
198804240006,1988,4,24,4
198805040011,1988,5,4,0
198805040012,1988,5,4,0
198805040013,1988,5,4,0
198805110004,1988,5,11,1
198805120012,1988,5,12,25
198805190008,1988,5,19,6
198805190009,1988,5,19,3
198805250006,1988,5,25,20
198806010017,1988,6,1,5
198806070005,1988,6,7,1
198806100004,1988,6,10,0
198806100005,1988,6,10,2
